Restaurant_Name,min_price,rating,total_reviews,category,location,province,address,Latitude,Longitude,Province
Saint Sushi Plateau,25,4.5,366,Sushi Bars,montreal,QC,"424 Avenue Duluth E Montreal, QC H2L 1A3 Canada",45.5211176,-73.5753568,QC
Le Virunga,45,4.7,39,African,montreal,QC,"851 Rue Rachel E Montreal, QC H2J 2H9 Canada",45.5240998,-73.5762283,QC
Yokato Yokabai,25,4.2,470,Ramen,montreal,QC,"4185 Rue Drolet Montreal, QC H2W 2L5 Canada",45.5211845,-73.5785612,QC
Maison Minh,25,4.6,5,Vietnamese,montreal,QC,"488 Boulevard des Laurentides Laval, QC H7G 2V1 Canada",45.569683,-73.6917905,QC
Les Cavistes,25,3.8,13,French,montreal,QC,"196 Rue Fleury O Montreal, QC H3L 1T5 Canada",45.5457862,-73.666207,QC
Shanghai 360,25,3.7,6,Chinese,montreal,QC,"3035 Boulevard le Carrefour Laval, QC H7T 1C8 Canada",45.5694188,-73.7518262,QC
San Gennaro,10,4.3,45,Pizza,montreal,QC,"69 Rue Saint-Zotique Est Montreal, QC H2S 1K7 Canada",45.5328169,-73.6112888,QC
Le Petit Italien,25,3.6,27,Italian,montreal,QC,"1265 Rue Bernard O Outremont, QC H2V 1V8 Canada",45.5197383,-73.6092604,QC
Mucho Burrito Fresh Mexican Grill,10,3.7,6,Mexican,montreal,QC,"1029 Marché Central Montreal, QC H4N 1J8 Canada",45.5346029,-73.6542579,QC
Le Steak Frites St-Paul,45,3.7,10,Steakhouses,montreal,QC,"2125 Boulevard le Carrefour Boul Laval, QC H7S 2J7 Canada",45.5719704,-73.7427076,QC
Restaurant Calvi,45,4.5,10,Italian,montreal,QC,"2940 Ave Pierre-Péladeau Laval, QC H7T 3B3 Canada",45.56312,-73.744751,QC
Le Petit Flore,25,4.2,10,French,montreal,QC,"1145 Rue Fleury E Montreal, QC H2C 1P9 Canada",45.5586307,-73.659089,QC
The Dumpling Hut,25,4.5,99,Chinese,montreal,QC,"3591 Rue Clark Montreal, QC H2X 2R9 Canada",45.5132831,-73.5725783,QC
Le Pick-Up,10,4.6,85,Convenience Stores,montreal,QC,"7032 Rue Waverly Montreal, QC H2S 3J2 Canada",45.5318305,-73.6176596,QC
Antep Kabab,10,4.4,123,Turkish,montreal,QC,"1626 Boulevard de Maisonneuve O Montreal, QC H3H 2N4 Canada",45.4952139,-73.5795416,QC
Resto la Menthe Poivrée,25,4.5,11,French,montreal,QC,"2379 Boulevard Rosemont Montreal, QC H2G 1T9 Canada",45.54567,-73.5872569,QC
Bistro Nolah,25,4.3,77,Southern,montreal,QC,"3669 Boulevard Saint-Jean Dollard-des-Ormeaux, QC H9G 1X2 Canada",45.4722837,-73.8322198,QC
Table 51,25,3.3,60,Bars,montreal,QC,"3035 Boulevard Le Carrefour Laval, QC H7T 1C8 Canada",45.5694188,-73.7518262,QC
Maria Bonita,25,4.2,31,Mexican,montreal,QC,"5163 Boulevard Saint-Laurent Montreal, QC H2T 1R9 Canada",45.5236601,-73.5938796,QC
Le Colonel Moutarde,25,4.5,26,Canadian (New),montreal,QC,"4418 Rue Saint-Denis Montreal, QC H2J 2L1 Canada",45.5233065,-73.581856,QC
Burger de Ville,10,4.4,19,Burgers,montreal,QC,"7093 Jarry E Montreal, QC H1J 1G3 Canada",45.6015782,-73.5762965,QC
Lasagne Du Plateau,25,4.9,8,Italian,montreal,QC,"5007, Avenue Du Parc Montreal, QC H2V 4E9 Canada",45.519349,-73.5946623,QC
Satay Brothers,25,4.2,81,Singaporean,montreal,QC,"138 Avenue Atwater Montreal, QC H4C 2H6 Canada",45.4796547,-73.5770991,QC
Chez Gerard,25,4.1,7,Fast Food,montreal,QC,"46 Boulevard Cartier O Laval, QC H7N 2H4 Canada",45.5593894,-73.6884802,QC
Boucherie Abu Elias,25,4.4,40,Middle Eastern,montreal,QC,"733 Boulevard de La Cote-Vertu Saint-Laurent, QC H4L 1Y3 Canada",45.521061,-73.6742542,QC
Ottavio,25,3.7,31,Italian,montreal,QC,"1459 Boulevard Saint-Martin O Laval, QC H7S 1N1 Canada",45.5703094,-73.7245277,QC
K-BBQ,25,4.0,36,Korean,montreal,QC,"4337 Boulevard Saint-Jean Dollard-des-Ormeaux, QC H9H 2A4 Canada",45.4814885,-73.8428624,QC
Restaurant Lyla,25,3.9,20,Vietnamese,montreal,QC,"431 Jean-Talon Rue O Montreal, QC H3N 1P9 Canada",45.5294553,-73.6231887,QC
LA BOULANGERIE PÂTISSERIE CONCORDE ARTISAN,25,4.0,2,Bakeries,montreal,QC,"608 Boulevard de la Concorde Ouest Laval, QC H7N 5R1 Canada",45.5617624,-73.7080772,QC
Bành Mi Thinh,10,4.5,2,Vietnamese,montreal,QC,"8084 Rue Lajeunesse Montreal, QC H2R 2J6 Canada",45.5434718,-73.628095,QC
Escondite,25,4.3,55,Mexican,montreal,QC,"2119 Boulevard le Carrefour Laval, QC H7S 1Z4 Canada",45.5721677,-73.7423496,QC
20Ten City Eatery,25,3.9,7,Desserts,regina,SK,"2010 12th Avenue Regina, SK S4P 2B8 Canada",50.4491119,-104.6096929,SK
Caraway Grill,25,4.5,49,Indian,regina,SK,"1625 Broad Street Regina, SK S4P 1X3 Canada",50.4525596,-104.6059291,SK
The Fat Badger,25,3.9,20,Pubs,regina,SK,"1852 Scarth Street Regina, SK S4P 2G3 Canada",50.4494534,-104.6110486,SK
The Diplomat Steakhouse,45,3.9,34,Steakhouses,regina,SK,"2032 Broad Street Regina, SK S4P 1Y3 Canada",50.4463889,-104.6067948,SK
Skye Cafe & Bistro,25,4.8,8,Cafes,regina,SK,"2903 Powerhouse Drive Regina, SK S4N 0A1 Canada",50.4329533,-104.5941555,SK
Mei Wei Bistro,25,4.3,24,Chinese,regina,SK,"4626 Albert Street Regina, SK S4S 6B4 Canada",50.4050764,-104.619663,SK
Coney Island Cafe,10,4.4,17,Burgers,regina,SK,"4908 Dewdney Avenue Regina, SK S4T 1B8 Canada",50.4553904,-104.6513847,SK
Quan Ngon Delicious Vietnamese Restaurant,10,4.4,20,Vietnamese,regina,SK,"227 Victoria Avenue Regina, SK S4N 0P4 Canada",50.44688,-104.5846051,SK
Famoso Neapolitan Pizzeria,25,4.2,26,Pizza,regina,SK,"1881 Scarth Street Regina, SK S4P 4K9 Canada",50.44906,-104.6104207,SK
The Copper Kettle Restaurant,25,3.4,31,Canadian (New),regina,SK,"1953 Scarth Street Regina, SK S4P 2H1 Canada",50.4477643,-104.6106907,SK
Taste of Tuscany,25,3.2,5,Italian,regina,SK,"1851 Scarth Street Regina, SK S4P 2G9 Canada",50.4493455,-104.6106419,SK
Moxies,25,4.3,24,Canadian (New),regina,SK,"1800 Victoria Avenue E Regina, SK S4N 7K3 Canada",50.4480824,-104.5587951,SK
Wild Sage Kitchen & Bar,25,3.4,17,Canadian (New),regina,SK,"1975 Broad Street Regina, SK S4P 1Y1 Canada",50.4480833,-104.6061254,SK
Siam Authentic Thai Restaurant,25,3.5,22,Thai,regina,SK,"1946 Hamilton Street Regina, SK S4P 2C4 Canada",50.447905,-104.6097856,SK
Italian Star Deli,10,4.6,16,Delis,regina,SK,"1611 Victoria Avenue Regina, SK S4P 0P8 Canada",50.4469034,-104.6039015,SK
The Rooftop Bar & Grill,25,3.2,17,American (Traditional),regina,SK,"1845 Victoria Avenue Regina, SK S4P 0R2 Canada",50.4468245,-104.6072585,SK
Memories Dining & Bar,50,3.8,15,French,regina,SK,"1717 Victoria Avenue Regina, SK S4P 0P9 Canada",50.4468928,-104.6054355,SK
Mai Phuong Restaurant,10,4.2,6,Vietnamese,regina,SK,"1821 Broad Street Regina, SK S4P 1X7 Canada",50.4498962,-104.6061987,SK
Regent Family Restaurant,25,3.8,4,Pizza,regina,SK,"3823 Sherwood Drive Regina, SK S4R 6N1 Canada",50.4742878,-104.636387,SK
Moxies,45,3.6,35,Seafood,regina,SK,"2605 Gordon Rd Regina, SK S4S 6H7 Canada",50.4041894,-104.6194641,SK
The Canadian Brewhouse,25,2.8,18,Sports Bars,regina,SK,"4820 Gordon Road Regina, SK S4W 0B7 Canada",50.407392,-104.649987,SK
Peking House,25,3.4,12,Chinese,regina,SK,"1850 Rose Street Regina, SK S4P 3Y9 Canada",50.4497977,-104.6082241,SK
Fireside Bistro,45,3.6,26,Bistros,regina,SK,"2305 Smith Street Regina, SK S4P 2P7 Canada",50.4422962,-104.6147604,SK
The French Press,45,4.2,11,Cafes,regina,SK,"4114 Albert Street Regina, SK S4S 3R8 Canada",50.413374,-104.619015,SK
Afghan Cuisine,25,4.1,13,Afghan,regina,SK,"832 Albert Street Regina, SK S4R 2P5 Canada",50.4653121,-104.6193141,SK
Tangerine,10,4.0,10,Sandwiches,regina,SK,"2234 14th Avenue Regina, SK S4P 0X8 Canada",50.4441135,-104.6134383,SK
Breakfast Bistro,25,3.4,32,Breakfast & Brunch,regina,SK,"3215 Quance Street E Regina, SK S4V 3B7 Canada",50.4448704,-104.5382305,SK
Café Français,25,4.6,16,Bakeries,regina,SK,"1-425 Victoria Avenue E Regina, SK S4N 0N8 Canada",50.4468662,-104.5781887,SK
I Like Sushi,25,3.3,7,Sushi Bars,regina,SK,"5875 Rochdale Boulevard Suite 16 Regina, SK S4X 2P9 Canada",50.4951598,-104.6657333,SK
The Lobby Kitchen and Bar,25,3.1,7,Bars,regina,SK,"2545 S Broad Street Regina, SK S4P 0M9 Canada",50.4386939,-104.6057627,SK
Marokena Crepe Cafe,25,4.8,8,Creperies,regina,SK,"5950 Rochdale Boulevard Suite 3 Regina, SK S4X 4J7 Canada",50.4963373,-104.6676062,SK
Juliana PIZZA & Launge,25,3.4,7,Pizza,regina,SK,"5064 4th Avenue Regina, SK S4T 0J6 Canada",50.4635225,-104.6542931,SK
Browns Socialhouse Eastgate,25,3.7,16,Canadian (New),regina,SK,"3610 Eastgate Drive Regina, SK S4Z 1A5 Canada",50.4516684,-104.5316383,SK
Orange Izakaya,25,3.6,10,Korean,regina,SK,"A-2136 Robinson Street Regina, SK S4T 2P7 Canada",50.4448195,-104.6242069,SK
Wann Izakaya Regina,25,2.9,15,Japanese,regina,SK,"1950 Broad Street Regina, SK S4P 1X9 Canada",50.4479453,-104.6067204,SK
Cathedral Social Hall,25,3.4,16,Breakfast & Brunch,regina,SK,"2062 Albert Street Regina, SK S4P 2T7 Canada",50.4458704,-104.6184939,SK
Teppanyaki Japanese Steak House,45,3.7,7,Japanese,regina,SK,"736 Victoria Avenue Regina, SK S4N 0R3 Canada",50.447541,-104.5920373,SK
Pronto Asian Fusion Restaurant,25,4.0,6,Asian Fusion,regina,SK,"1101D Kramer Boulevard Regina, SK S4S 5W4 Canada",50.4150023,-104.5961827,SK
The Canadian Brewhouse,25,3.5,8,Sports Bars,regina,SK,"2005 Prince of Wales Drive Regina, SK S4V 3A3 Canada",50.446987,-104.5314768,SK
Viet-Thai Restaurant,25,3.6,19,Thai,regina,SK,"2080 Albert Street Regina, SK S4P 2T7 Canada",50.4457019,-104.6185206,SK
ZamZam Wraps,10,4.7,22,Middle Eastern,regina,SK,"3618 Eastgate Drive Regina, SK S4Z 1A5 Canada",50.4516084,-104.5313867,SK
Red Lobster,45,2.5,15,Seafood,regina,SK,"890 Albert Street Regina, SK S4R 2P5 Canada",50.4648497,-104.6185743,SK
Dosa & Curry Garden,25,4.1,11,Indian,regina,SK,"2143 Albert Street Regina, SK S4P 2V1 Canada",50.4447071,-104.61778,SK
Boston Pizza,25,3.8,4,Pizza,regina,SK,"4303 Rochdale Boulevard Regina, SK S4X 4R3 Canada",50.4960476,-104.6427872,SK
13th Avenue Food and Coffee House,25,4.3,26,Coffee & Tea,regina,SK,"3136 13th Avenue Regina, SK S4T 1P2 Canada",50.4456648,-104.6266412,SK
S R Kitchen,25,4.7,3,Chinese,regina,SK,"6843 Rochdale Boulevard Regina, SK S4X 2Z2 Canada",50.4941066,-104.6792857,SK
Mercury Cafe,25,3.7,15,Diners,regina,SK,"2936 13th Ave Regina, SK S4T 1N7 Canada",50.4456877,-104.623709,SK
Abstractions Cafe,25,4.0,1,Middle Eastern,regina,SK,"2161 Rose Street Regina, SK S4P 2A5 Canada",50.4443665,-104.6076095,SK
Earls Kitchen + Bar,25,3.1,23,Canadian (New),regina,SK,"2606-28th Avenue Regina, SK S4S 6P3 Canada",50.4140803,-104.6187884,SK
Happy Garden Restaurant,25,3.5,2,Chinese,regina,SK,"436 Dewdney Ave Regina, SK S4N 0E9 Canada",50.4553995,-104.5877834,SK
Rock Creek Tap and Grill,25,2.4,7,Canadian (New),regina,SK,"474 Mcarthy Boulevard Regina, SK S4R 7M2 Canada",50.4838263,-104.6655041,SK
S & A Favorito Foods,10,5.0,1,Bakeries,regina,SK,"363 Broad Street Regina, SK S4R 1X2 Canada",50.4727665,-104.6058882,SK
Fresh & Sweet,25,3.3,27,Cafes,regina,SK,"Valley Girls Catering 2500 Victoria Ave Regina, SK S4P 2T5 Canada",50.4474936,-104.6169144,SK
Dawat India,25,4.2,9,Indian,regina,SK,"1908 Prince of Wales Drive Regina, SK S4Z 1A4 Canada",50.4481086,-104.5354199,SK
Saigon by Night Restaurant,25,3.5,16,Chinese,regina,SK,"1840 Broad Street Regina, SK S4P 1X6 Canada",50.4495231,-104.6069002,SK
MR MIKES SteakhouseCasual,25,3.2,13,Steakhouses,regina,SK,"4651 Gordon Road Regina, SK S4W 0B7 Canada",50.4050892,-104.64781,SK
Lakeshore Restaurant,25,2.6,17,Steakhouses,regina,SK,"1350 23rd Avenue Regina, SK S4S 3S5 Canada",50.4238388,-104.5999418,SK
Sweet Bakery & Coffee House,25,4.0,4,Sandwiches,regina,SK,"2445 Broad Street Regina, SK S4P 1Y9 Canada",50.4398272,-104.6058613,SK
Le Macaron,25,4.4,29,Bakeries,regina,SK,"2705 Quance Street E Regina, SK S4V 3B7 Canada",50.4438808,-104.5443812,SK
Flavours of India,25,3.7,10,Indian,regina,SK,"305 Victoria Avenue E Regina, SK S4N 0N6 Canada",50.44686,-104.578654,SK
Houston Pizza,25,3.9,15,Pizza,regina,SK,"3422 Hill Avenue Regina, SK S4S 0W9 Canada",50.4283771,-104.6310102,SK
Houston Pizza,25,3.9,15,Pizza,regina,SK,"919 Albert Street Regina, SK S4R 2P6 Canada",50.4636755,-104.6167876,SK
ZamZam Wraps,10,4.3,6,Donairs,regina,SK,"2102 - 11th Avenue Unit  TT10B Regina, SK S4P 3Y6 Canada",50.4511282,-104.6113445,SK
Mr Breakfast Restaurant,25,2.8,8,Breakfast & Brunch,regina,SK,"1247 Albert Street Regina, SK S4R 2R4 Canada",50.4590234,-104.6178335,SK
Cravings,25,3.7,6,American (Traditional),regina,SK,"1883 Victoria Ave E Regina, SK S4N 6E6 Canada",50.4450345,-104.5562531,SK
I Love Sushi,25,2.1,23,Sushi Bars,regina,SK,"3622 Eastgate Drive Regina, SK S4Z 1A5 Canada",50.4515056,-104.531203,SK
Boston Pizza,25,3.1,8,Pizza,regina,SK,"545 Albert Street N Regina, SK S4R 8E2 Canada",50.4858966,-104.6176077,SK
Fiesta Filipino Bakeries,10,3.0,1,Bakeries,regina,SK,"2926 13th Avenue Regina, SK S4T 1N7 Canada",50.44562,-104.6234592,SK
Four Seas Restaurant,25,2.8,8,Chinese,regina,SK,"1779 Rose Street Regina, SK S4P 1Z4 Canada",50.4508418,-104.6076187,SK
The Green Spot Cafe,10,3.9,14,Vegetarian,regina,SK,"1812 Hamilton Street Regina, SK S4P 2B8 Canada",50.4499904,-104.6096445,SK
Da India Curry House,25,3.4,10,Indian,regina,SK,"806 Victoria Avenue Regina, SK S4N 0R6 Canada",50.4473898,-104.5925705,SK
Tim Hortons,10,3.8,4,Coffee & Tea,regina,SK,"2102 11th Ave Unit 11a Regina, SK S4P 3Y6 Canada",50.4511282,-104.6113445,SK
Mallard Cottage,25,4.4,152,Canadian (New),st-john's,NL,"8 Barrows Road St. John's, NL A1A 1G8 Canada",47.5815956,-52.6784544,NL
Bernard Stanley Gastropub,25,4.2,64,Gastropubs,st-john's,NL,"223 Duckwoth Street Saint John's, NL A1C 6N1 Canada",47.5669561,-52.7047114,NL
Chinched,45,4.4,50,Canadian (New),st-john's,NL,"5 Bates Hill St. John's, NL A1C 4B5 Canada",47.5627271,-52.7104911,NL
Adelaide Oyster House,45,4.5,59,Tapas Bars,st-john's,NL,"334 Water Street St. John's, NL A1C 1C1 Canada",47.5612535,-52.7107028,NL
The Merchant Tavern,45,4.2,63,Canadian (New),st-john's,NL,"291 Water Street St. John's, NL A1B 4B8 Canada",47.5619006,-52.7094264,NL
Frugal Steins,25,4.3,21,Seafood,st-john's,NL,"318 Water Street St. John's, NL A1C 1B8 Canada",47.5615712,-52.7105225,NL
Piatto,25,4.4,59,Italian,st-john's,NL,"377 Duckworth Street St John's, NL A1C 1H7 Canada",47.562362,-52.7102323,NL
Saltwater Restaurant,45,3.7,34,Seafood,st-john's,NL,"320 Water Street St. John's, NL A1C 1C1 Canada",47.561479,-52.7106021,NL
The Celtic Hearth,25,2.9,50,American (Traditional),st-john's,NL,"298-300 Water Street St John's, NL A1C 1B6 Canada",47.5619286,-52.7099643,NL
Blue On Water,25,3.7,47,Breakfast & Brunch,st-john's,NL,"319 Water Street St John's, NL A1C 1B9 Canada",47.5614295,-52.710147,NL
Jasmines Restaurant,25,4.0,5,American (Traditional),st-john's,NL,"1 Dunns Road Mt Pearl, NL A1N 3L1 Canada",47.5226576,-52.7782936,NL
Bad Bones Ramen,25,3.7,26,Ramen,st-john's,NL,"178 Water St St. John's, NL A1C 1A9 Canada",47.5649269,-52.706555,NL
Nourish Bakery,25,5.0,1,Bakeries,st-john's,NL,"1304 Topsail Road Paradise, NL A1L 1N9 Canada",47.5343513,-52.8398132,NL
Rocket Bakery and Fresh Food,25,4.2,113,Coffee & Tea,st-john's,NL,"294 Water Street St John's, NL A1C 1B8 Canada",47.5620546,-52.7099146,NL
Sushi Island,25,4.1,28,Japanese,st-john's,NL,"210 Water Street Saint John's, NL A1C 1A9 Canada",47.5639039,-52.7076701,NL
Bellissimo Bistro & Espresso Bar,45,4.4,5,Breakfast & Brunch,st-john's,NL,"123 Quidi Vidi Road St. John's, NL A1A 1C3 Canada",47.575201,-52.6968057,NL
The Battery Cafe,10,4.7,9,Cafes,st-john's,NL,"1 Duckworth Street St. John's, NL A1C 1E3 Canada",47.5715352,-52.6976393,NL
Inn of Olde,10,4.2,5,American (Traditional),st-john's,NL,"67 Quidi Vidi Village Road St John's, NL A1A 1E9 Canada",47.5815171,-52.6794553,NL
Afghan Restaurant,10,4.2,13,Afghan,st-john's,NL,"375 Duckworth Street St. John's, NL A1C 1H7 Canada",47.5624226,-52.7100988,NL
Black Sea Resturant And Bar,45,3.3,3,Mediterranean,st-john's,NL,"193 Water Street St. John's, NL A1C 1B6 Canada",47.5640379,-52.706833,NL
Acropolis Pizza,10,3.6,12,Pizza,st-john's,NL,"Glenhill Plaza 74 Old Placentia Road Mt Pearl, NL A1N 5H6 Canada",47.5105245,-52.8203273,NL
Basho Restaurant & Lounge,45,3.9,25,Japanese,st-john's,NL,"283 Duckworth Street St. John's, NL A1C 1G9 Canada",47.565347,-52.706586,NL
Sushi Nami Royale,25,3.4,17,Japanese,st-john's,NL,"36 George Street Saint John's, NL A1C 1M3 Canada",47.5606104,-52.7118895,NL
Hungry Heart Cafe,25,4.1,8,Coffee & Tea,st-john's,NL,"142 Military Road St John's, NL A1C 2E7 Canada",47.5688355,-52.7085483,NL
Kelseys Original Roadhouse,25,2.5,10,American (Traditional),st-john's,NL,"302 Kenmount Rd St. John's, NL A1B 3R2 Canada",47.5513324,-52.7778542,NL
The Sprout Restaurant,25,4.2,34,Vegetarian,st-john's,NL,"364 Duckworth St St. John's, NL A1C 1H5 Canada",47.5629571,-52.70967,NL
Shamrock City,25,3.7,22,Pubs,st-john's,NL,"340 Water St St John's, NL A1C 6E8 Canada",47.5608313,-52.7109178,NL
Shamrock City,25,3.7,22,Pubs,st-john's,NL,"355 Main Road St. John's, NL A1S 1J9 Canada",47.4629197,-52.7710888,NL
Bagel Cafe,25,3.7,99,Breakfast & Brunch,st-john's,NL,"246 Duckworth Street St. John's, NL A1C 1G6 Canada",47.566814,-52.705286,NL
Gypsy Tea Room,45,3.3,46,Canadian (New),st-john's,NL,"315 Water Street St. John's, NL A1C 1B4 Canada",47.5615303,-52.7100335,NL
Magnum & Steins,45,4.0,12,Canadian (New),st-john's,NL,"329 Duckworth Street St. John's, NL A1C 1H3 Canada",47.5640829,-52.7079149,NL
Pi,25,3.7,32,Pizza,st-john's,NL,"10 King's Road St John's, NL A1C 3P1 Canada",47.5682728,-52.7039097,NL
The Keg Steakhouse + Bar,45,3.3,49,Bars,st-john's,NL,"127 Harbour Drive Bishops Cove Landing St. John's, NL A1C 6N6 Canada",47.5607934,-52.7093221,NL
MAGIC WOK EATERY,25,3.8,17,Chinese,st-john's,NL,"402 - 408 Water Street St. John's, NL A1C 1C9 Canada",47.558556,-52.7119924,NL
Boston Pizza,25,4.0,4,Pizza,st-john's,NL,"367 Water Street St. John's, NL A1C 1C2 Canada",47.559563,-52.7111218,NL
India Gate Restaurant,25,3.7,35,Indian,st-john's,NL,"286 Duckworth Street St. John's, NL A1C 1H3 Canada",47.5656179,-52.7069691,NL
PJ Billingtons Restaurant,25,2.6,11,Canadian (New),st-john's,NL,"102 Kenmount Rd St John's, NL A1B 3R2 Canada",47.5557055,-52.7682048,NL
Green Sleeves,25,3.5,24,Pubs,st-john's,NL,"12-14 George Street St. John's, NL A1C 1L9 Canada",47.5618868,-52.7108822,NL
Peaceful Loft Vegetarian Restaurant,25,4.3,21,Vegan,st-john's,NL,"250 Duckworth Street Saint John's, NL A1C Canada",47.5667698,-52.7054727,NL
The Pantry,25,4.3,3,Cafes,st-john's,NL,"70 Clinch Crescent Saint John's, NL A1B 4G8 Canada",47.5740842,-52.7438616,NL
Wok Box,25,4.0,5,Asian Fusion,st-john's,NL,"55 A-1 Kelsey Dr St John's, NL A1B 5C8 Canada",47.5529235,-52.7817078,NL
City Light Restaurant,25,3.6,11,Buffets,st-john's,NL,"460 Topsail Rd St John's, NL A1E 2C2 Canada",47.532948,-52.752171,NL
Kellys Pub,25,4.3,7,Pubs,st-john's,NL,"25 George Street St John's, NL A1C 1B8 Canada",47.5609969,-52.7111774,NL
Manna European Bakery and Deli,25,3.6,22,Delis,st-john's,NL,"342 Freshwater Road St. John's, NL A1B 1C2 Canada",47.5616731,-52.7468527,NL
Quintanas & Arribas,25,2.4,11,Tex-Mex,st-john's,NL,"57 Rowan Street St. John's, NL A1B 2X2 Canada",47.5746483,-52.7240633,NL
Topsail Road Pizzeria Lounge,25,3.0,5,Pizza,st-john's,NL,"662 Topsail Road St. John's, NL A1E 2E2 Canada",47.5243643,-52.7717969,NL
Big Cheese Pizza,25,1.7,10,Pizza,st-john's,NL,"29 Commonwealth Avenue Mt Pearl, NL A1N 1W7 Canada",47.5182355,-52.8068396,NL
Coffee Matters,25,3.9,47,Coffee & Tea,st-john's,NL,"1 Military Road St. John's, NL A1C 2J3 Canada",47.5711652,-52.7021144,NL
Boston Pizza,25,3.0,7,Pizza,st-john's,NL,"F3-35 Kelsey Dr St. John's, NL A1B 5C8 Canada",47.5517857,-52.7808739,NL
Kenmount Restaurant,25,2.4,5,Chinese,st-john's,NL,"75 Kenmount Road St. John's, NL A1B 3P8 Canada",47.5576444,-52.7559426,NL
Toya International Market & Specialty Store,10,3.5,2,Caribbean,st-john's,NL,"107 Long's Hill St John's, NL A1C 1V4 Canada",47.5642627,-52.7141889,NL
Poyo,25,4.5,2,Mexican,st-john's,NL,"364 Duckworth Street St. John's, NL A1C1H5 Canada",47.5629571,-52.70967,NL
Big R,10,2.8,9,American (Traditional),st-john's,NL,"201 Blackmarsh Rd. St John's, NL A1E Canada",47.5460717,-52.7384772,NL
Venice Pizzeria,25,2.9,10,Pizza,st-john's,NL,"81 Military Road St John's, NL A1C 2C8 Canada",47.5704964,-52.7063113,NL
Fabulous Foods,10,4.2,6,Bakeries,st-john's,NL,"166 Merrymeeting Road St. John's, NL A1C 2W4 Canada",47.5643379,-52.7233052,NL
Quesada Burritos & Tacos,25,2.3,3,Mexican,st-john's,NL,"9 Kiwanis Street Unit 1C St. John's, NL A1B 0A2 Canada",47.5507272,-52.7801026,NL
Shalimar Restaurant,25,3.0,3,Indian,st-john's,NL,"272 duckworth street St. John's,, NL A1C 1H3 Canada",47.5660317,-52.706418,NL
New City Restaurant,10,1.5,6,Chinese,st-john's,NL,"210 Pennywell Rd St. John's, NL A1C 2L6 Canada",47.5601874,-52.7267898,NL
Subway,10,4.0,1,Sandwiches,st-john's,NL,"18 Commonwealth Avenue Mount Pearl, NL A1N 1W5 Canada",47.5198302,-52.8082298,NL
Subway,10,4.0,1,Sandwiches,st-john's,NL,"179 Elizabeth Ave St. John's, NL A1B 1S8 Canada",47.575602,-52.7228286,NL
Hong Kong Restaurant,25,2.7,6,Chinese,st-john's,NL,"361 Water Street St. John's, NL A1C 1C2 Canada",47.5597498,-52.7112038,NL
Richmond Station,45,4.4,897,Canadian (New),toronto,ON,"1 Richmond Street W Toronto, ON M5H 3W4 Canada",43.6513848,-79.3792915,ON
STACK,25,4.0,331,Barbeque,toronto,ON,"3265 Yonge Street Toronto, ON M4N 2L5 Canada",43.7293162,-79.4030026,ON
Holy Cow Japanese Steakhouse,45,4.3,156,Steakhouses,toronto,ON,"254 Queen Street  W Toronto, ON M5V 1Z8 Canada",43.650053,-79.3914456,ON
Rasa,25,4.4,326,Canadian (New),toronto,ON,"196 Robert Street Toronto, ON M5S 2K8 Canada",43.6628642,-79.4041013,ON
Megumi Mazesoba,25,4.7,27,Japanese,toronto,ON,"46 Saint Clair Avenue E Toronto, ON M4T 1M9 Canada",43.6887264,-79.3919129,ON
Mary Be Kitchen,25,4.4,73,Canadian (New),toronto,ON,"21B St. Clair Avenue W Toronto, ON M4V 1K6 Canada",43.6876231,-79.3949696,ON
Positano Restaurant,25,4.2,64,Pizza,toronto,ON,"633 Mount Pleasant Road Toronto, ON M4S 2M9 Canada",43.7047104,-79.3885304,ON
KINKA IZAKAYA ORIGINAL,25,4.1,1800,Japanese,toronto,ON,"398 Church Street Toronto, ON M5B 2A2 Canada",43.6605922,-79.3790304,ON
Pai Northern Thai Kitchen,25,4.4,3400,Thai,toronto,ON,"18 Duncan Street Toronto, ON M5H 3G8 Canada",43.6478695,-79.3886849,ON
Pai Northern Thai Kitchen,25,4.4,3400,Thai,toronto,ON,"2335 Yonge Street Toronto, ON M4P 2E6 Canada",43.708653,-79.3982462,ON
Baretto Caffe,25,4.8,352,Cafes,toronto,ON,"1262 Don Mills Road Toronto, ON M3B 2W7 Canada",43.7447025,-79.3464677,ON
Mayrik,45,4.1,74,Mediterranean,toronto,ON,"1580 Bayview Avenue Toronto, ON M4G 3B7 Canada",43.7056941,-79.3754415,ON
Grazie Ristorante,25,3.9,495,Italian,toronto,ON,"2373 Yonge Street Toronto, ON M4P 2C8 Canada",43.7093451,-79.3986959,ON
Kintako Japanese Restaurant,25,4.2,182,Japanese,toronto,ON,"214 Laird Drive Suite 101 Toronto, ON M4G 3W4 Canada",43.711497,-79.3640847,ON
Mira,25,4.3,266,Peruvian,toronto,ON,"420A Wellington Street W Toronto, ON M5V 1E3 Canada",43.6440688,-79.3963113,ON
Grandma Loves You,25,4.8,75,Sandwiches,toronto,ON,"1084 Yonge Street Toronto, ON M4W 2L4 Canada",43.6778353,-79.390252,ON
Aloette,45,4.4,296,French,toronto,ON,"163 Spadina Avenue 1st Floor Toronto, ON M5V 2L6 Canada",43.6485042,-79.3959494,ON
