Restaurant Name,Rating,Category,Address,,,
Teriyaki Madness ,4.3,Asian fusion,"19 Southgate Boulevard South, 20, Lethbridge, AB T1K",,,
Nori Bento & Udon Park Place,0,Japanese,"501 1 Ave S, Unit P15A, Lethbridge, AB T1J 4L9",,,
Tacos Made In Mexico,0,Mexican,"610 3 Ave S, Lethbridge, NAMER T1J 0H5",,,
Modern Chinese,4.8,Chinese,"103 7 St S, Lethbridge, AB T1J 2T1",,,
Fusion BBQ & Hotpot,4.6,Asian fusion,"1104 Mayor Magrath Dr S, Lethbridge, AB T1K 2P8",,,
Via Cibo ,4,Italian,"1762 3 Avenue South, Lethbridge, AB T1J",,,
Subway ,4,American,"206 Stafford Drive South, Lethbridge, AB T1J",,,
Swad Restaurant,4.1,Indian,"1810 3 Avenue South, Lethbridge, NAMER T1J 0L5",,,
Bread Milk and Honey,0,Breakfast and brunch,"427 5 Ave S
Unit 100, Lethbridge, NAMER T1J 4C9",,,
Chips & Cheese,4.8,Fast food,"303 6 Street South, Lethbridge, NAMER T1J 2C7",,,
Denny's ,4.7,Breakfast and brunch,"421 Mayor Magrath Dr, Lethbridge, AB T1J 3L8",,,
7-Eleven ,4.5,Wings,"680 Columbia Blvd W, Lethbridge, AB T1K 5J9",,,
Dairy Queen ,4.8,American,"516 13 St N, Lethbridge, AB T1H 2S4",,,
Eat More,0,American,"303 6 Street South, Lethbridge, NAMER T1J 2C7",,,
Blossom Hotpot,0,Chinese,"402 2 Avenue South, Ste 101 Lethbridge, Ab T1j 0c3 Canada,",,,
Noodle Box ,4.3,Thai,"550 University Drive West Lethbridge, Ab T1j 4v3 Canada, 11,",,,
Starbucks ,4.8,Bakery,"1409 Mayor Magrath Dr S, Lethbridge, AB T1K 2R1",,,
Fatburger ,4.7,Burgers,"1505 Mayor Magrath Drive S, Lethbridge, AB T1K",,,
Firestone Restaurant & Bar,0,Burgers,"532 Mayor Magrath Drive South, Lethbridge, AB T1J 3M2",,,
Little Caesars ,4.4,Pizza,"1702 23rd Street North Lethbridge, Ab T1h 5b3 Canada,",,,
IHOP ,4.3,Breakfast and brunch,"1818 Mayor Mcgrath Drive South, Lethbridge, AB T1K",,,
Marble Slab Creamery ,4.8,Ice Cream & Frozen Yogurt,"550 University Drive West , Unit 25, Lethbridge, AB T1J 4T3",,,
Wrap it Bun it,0,Canadian,"902 6 St N, Lethbridge, NAMER T1H 1Y2",,,
Popeyes ,4.7,American,"1814 Mayor Magarth Dr S, Lethbridge, AB T1K 2R5",,,
Ales & Tales Bar and Lounge,0,American,"1009 Mayor Magrath Drive South, Lethbridge, AB T1K",,,
Von Yum,0,European,"902 6 St N, Lethbridge, NAMER T1H 1Y2",,,
Osmow's Lethbridge,4.7,Comfort food,"1612 Mayor Magrath Dr S, Lethbridge, AB T1K",,,
Quesada Burritos and Tacos ,4.6,Mexican,"550 University Dr W , Unit  36, Lethbridge, AB T1J 4T3",,,
KFC West Lethbridge,4.4,American,"188 Columbia Blvd. West, Lethbridge, AB T1K",,,
Green Wok,4.7,Chinese,"417 21 A Street North, Lethbridge, AB T1H 6L6",,,
Natasha,0,European,"902 6 St N, Lethbridge, AB T1H 1Y2",,,
On the Run 40055 ,0,Everyday Essentials,"4103 4 Avenue South, Lethbridge, AB T1J 4B5",,,
Beirut Shawarma & Kabab,0,Middle Eastern,"411 2 Avenue South, Lethbridge, NAMER T1J 0H4",,,
Wiseguy Cheesesteaks ,4.7,Sandwiches,"1762 3 Avenue South Lethbridge, Ab T1j 4y7 Canada,",,,
Ricky Ticky Tacos ,0,Mexican,"550 University Drive West, West Lethbridge Towne Centre, AB T1J 4T3",,,
Tim Horton's ,4.5,Bakery,"442 Scenic Dr, Lethbridge, AB T1J 4S3",,,
New York Fries ,4.7,American,"Unit P15 501 - 1st Ave South, Lethbridge, AB T1J",,,
Onion Bar & Grill / Flamingo,0,American,"1702 23 Street North, Lethbridge, AB T1H 5B3",,,
Social Outlaw Grill,0,Burgers,"1818 Mayor Magrath Drive South, Lethbridge, AB T1K",,,
Legendary Wing King,0,Wings,"1515 Mayor Magrath Drive South, Lethbridge, NAMER T1K 2R4",,,
Whitbie's Fish & Chips,0,Fish & chips,"866 Heritage Blvd W, Lethbridge, AB T1K",,,
Jundal Coffee,0,Coffee & tea,"501 1 Ave S A09, Lethbridge, AB T1J 4L9",,,
Edo Japan -  Park Place Mall,0,Japanese,"501 1 Ave S, Lethbridge, AB T1J 4L9",,,
Taco Del Mar,4.2,Mexican,"473 41 St S, Lethbridge, AB T1J 5C8",,,
Tea Bliss,4.4,Asian,"2037 Mayor Magrath Dr S, Lethbridge, AB T1K 2S2",,,
Umami Shop,0,Japanese,"814 4 Ave S Lethbridge, Ab T1j 0p2 Canada,",,,
Ace Tea ,0,Coffee & tea,"713 4 Avenue South Lethbridge, Ab T1j 0p1 Canada,",,,
Kung Pao Wok ,4.4,Chinese,"501 1 Ave S, Lethbridge, Ab T1J",,,
Mr. Pretzels ,0,Comfort food,"501 1 Ave S, Lethbridge, Ab T1J",,,
Makisu Sushi Lethbridge,4.4,Japanese,"1517 Mayor Magrath Drive South, Lethbridge, AB T1K 2R4",,,
Thai Express ,0,Healthy,"3010 26 Avenue South, Lethbridge, NAMER T1K 7K8",,,
Apna tandoori hut,0,Indian,"1520 3 Avenue South, Lethbridge, AB T1J 0K8",,,
Lighthouse Japanese Restaurant,4.8,Japanese,"708 3 Avenue South, Lethbridge, AB T1J",,,
Poke Shack,4.5,Healthy,"708 3 Ave S Lethbridge, Lethbridge T1J",,,
Burger King #3056 ,4.5,American,"1295 Oxford Street East, London, ON N5Y 4W4",,,
Frank & Burgers,3.7,Cheese,"172 King Street, London, ON N6A",,,
A&W ,4.6,Fast food,"176 Dundas Street, London Music Hall, Ontario N6A 1G7",,,
Starbucks ,4.7,Bakery,"601 Richmond Street, London, ON N6A",,,
Canteen ,3.8,Burgers,"172 King St, London, ON N6A 1C6",,,
Reset Social Cafe,4.8,Sandwich,"503 Talbot St, London, ON N6A",,,
Church's Texas Chicken ,4.3,Comfort food,"1030 Adelaide Street North, London, ON N5Y 2M9",,,
Subway ,5,American,"355 Wellington Street , Unit #4 Citi Plaza, London, ON N6A",,,
McDonald's ,4.6,Burgers,"61 Oxford Street West, LONDON, ON N6H 5S8",,,
Frank & Furter's Restaurant & Bar,3.6,American,"172 King St, London, On N6A 1C6",,,
Wendy's ,4.6,Fast food,"676 Highbury Avenue, London, ON N5W 5R3",,,
Mary's Place,4.7,Breakfast and brunch,"159 Saint Julien Street, London, ON N5Z",,,
Old Bagel House,5,Bagels,"16 Base Line Rd W, C2, London, ON N6J 1V2",,,
That Breakfast Place,3,Comfort food,"172 King Street, London, ON N6A 1C6",,,
Harvey's ,4.6,Canadian,"1192 Highbury Avenue N, London, ON N5V",,,
Saga Cafe,4.8,Coffee & tea,"105 King Street, London, ON N6A 1C1",,,
Pita Pit ,4.5,Italian,"1255 Kilally Road, London, ON N5Y",,,
Hasty Market ,4.3,Snacks,"338 Dundas Street, London, N6B 1V7 ON",,,
London Corner Variety Store,4.7,Everyday Essentials,"101 210 Dundas Street, London, ON N6A 5J3",,,
Shawarma House ,4.9,Falafel,"10 Hawthorne Road Unit #2, London, NAMER N6G",,,
Student Variety,4.9,Convenience,"699 Richmond Street Unit 3, London, ON N6A 5M1",,,
Sunset Grill ,4.5,Breakfast and brunch,"705 Wonderland Road North , Unit B2-1, London, ON N6H",,,
Mother Hubbard's,0,Canadian,"301 Oxford Street West, London, ON N6H 1S6",,,
Coffee Culture ,4.6,Coffee & tea,"260 Dundas St, London, Ontario N6A",,,
The Great Canadian Bagel,4.7,Comfort food,"1737 Richmond St, 4, London, ON N6G",,,
BoxCar Donuts,4.9,Desserts,"478 Richmond St, London, ON N6A 3E4",,,
Hero Certified Burgers ,0,Burgers,"1299 Oxford St E, 40, London, ON N5Y 4W5",,,
Buzz Bagelz,4.8,Bagels,"160 Dundas St, London, ON N6A 1G1",,,
7-Eleven ,4.6,Wings,"1181 Western Rd @ Sarnia, London, ON N6G",,,
TAJ MAHAL KITCHEN & BAR,0,American,"1682 Dundas St, London, ON N5W 3C7",,,
Wisdom Teashop and Cafe,5,Coffee & tea,"610 Dundas St, London, ON N5W 2Y8",,,
Family Circle Restaurant,4.9,Breakfast & Brunch,"147 Wellington St, London, ON N6B",,,
Zaatarz,4.7,Middle Eastern,"639 Southdale Rd E, London, Ontario N6E",,,
Westside Family Restaurant,4.5,Breakfast and brunch,"107 Mt Pleasant Ave, London, On N6H",,,
Reef Bakery,0,Middle Eastern,"775 Southdale Road East, London, ON N6E",,,
M&M Food Market ,0,Grocery,"107/109-1067 Wellington Road, London, NAMER N6E2H5",,,
Ring A Wing ,4.2,Wings,"666 Wonderland Rd N, London, ON N6H",,,
Springbank Minimart & Video Balloon Centre,0,American,"6-360 Springbank Drive, London, ON N6J",,,
Metro ,4.6,Grocery,"1030 Adelaide St N, London, NAMER N5Y 2M9",,,
Mike's Pizza & Donair ,0,Pizza,"100 Oakville Ave, London, ON N5V",,,
The Better Blend Smoothie Bar,4.8,Sandwiches,"130 King St, London, ON N6A",,,
Cora Breakfast and Lunch ,3.9,Breakfast and brunch,"1030 Adelaide St N , Unit #8, London, ON N5Y",,,
Booster Juice ,4.8,Drinks,"671 Wonderland Rd. North A5-103, London, ON N6H 0H9",,,
Campus Hi-Fi,4.5,Breakfast and brunch,"736 Richmond Street, London, ON N6A",,,
La Parrillada Grill and Latin Cuisine,4.1,Mexican,"196 Thompson Rd, London, ON N5Z 2Y9",,,
Angel's Family Restaurant,4.8,Comfort Food,"100 Belmont Dr, London, ON N6J",,,
IHOP ,4.3,American,"530 Oxford St W, Unit #18A, London, ON N6H 1T6",,,
The Breakfast Griddle,4.7,Breakfast and brunch,"159 Saint Julien Street, London, ON N5Z 2M8",,,
BUTTERBITES Cafe and Restaurant,4.9,Salads,"1494 Dundas St, London, ON N5W 3B9",,,
Joe's Bros Pizza,0,Pizza,"1086 Commissioners Rd E, London, ON N5Z",,,
Stacked Pancake & Breakfast House ,0,Breakfast and brunch,"849 Wellington Road, London, NAMER N6E 3R5",,,
Cinnabon ,4.2,Bakery,"530 Oxford St W, Unit #18A, London, ON N6H 1T6",,,
Denny's Canada ,4.3,American,"3700 Highbury Ave South, London, ON N6N",,,
Mylos Grill,4,Breakfast and brunch,"855 Wellington Road, London, ON N6E",,,
Food Basics ,4.5,Everyday Essentials,"1299 Oxford St E, London, ON N5Y 4W5",,,
Pastry Culture,4.7,Pastry,"130 King St C-7b, London, ON N6A 1C3",,,
Happiness Downtown,4.8,Bakery,"430 Wellington St, London, ON N6B",,,
Smiley's Pizzeria,5,Pizza,"1464 Adelaide Street North, London, ON N5X",,,
Pinto’s Convenience,4.9,Convenience,"767 Hamilton Road, London, ON N5Z",,,
Canadian Tire Gas+ ,0,Snacks,"1975 Dundas St. E., London, ON N5V 4Y5",,,
Walmart ,0,Grocery,"330 Clarke Rd, London, ON N5W 6G4",,,
Pür & Simple ,4.7,Burgers,"395 Wellington Road London, On N6c 5z6,",,,
COBS Bread ,4.9,Bakery,"1320 Fanshawe Park Road W, London, ON N6G",,,
Richies Family Restaurant,4.7,Breakfast and brunch,"1673 Richmond St #14 London, On N6g 2n3,",,,
Cedar North Restaurant,4.6,Middle Eastern,"1215 Fanshawe Park Road West, London, ON N6G 5B4",,,
Tea Point,0,Comfort Food,"1299 Oxford St E, 40, London, ON N5Y 4W5",,,
The Knotty Pine Restaurant,4.7,Breakfast & Brunch,"1100 Wellington Rd, London, ON N6E1M2",,,
Hadi's Shawarma,0,Middle Eastern,"1579 Oxford St E, London, Ontario N5V 1W5",,,
The Chopped Leaf ,4.7,Sandwiches,"1041 Wellington Road , Unit 2, London, ON N6E 1W4",,,
Chez Leon Breads,0,Desserts,"1255 Kilally Rd, London, ON N5Y 0B7",,,
Taj-Mahal Restaurant,0,Indian,"666 Wonderland Road North
Unit 5a, London, NAMER N6H 4K9",,,
On the Run 42357 ,0,Everyday Essentials,"1885 Huron St., LONDON, ON N5V 3A5",,,
Tim Hortons ,4.3,Bakery,"1384 Wellington Rd S, London, ON N6E 1M3",,,
BEEBA BOYZ KITCHEN AND BAR,0,Breakfast and brunch,"480 Sovereign Rd, Unit 9, London, ON N6M 1A4",,,
The Biryaniwalla ,4.6,Indian,"1050 Kipps Lane London, On N5y 4s5 Canada,",,,
Dairy Queen ,4.7,American,"720 Proudfoot Lane, London, ON N6H",,,
Shelby's Shawarma ,4.6,Middle Eastern,"1876 Oxford St W, 1876 Oxford St W, London, ON, N6K 0J8, London, ON N6K 0J8",,,
Florence Pizza and Shawarma,4.1,Pizza,"2259 Dundas Street Unit 3 London, On N5v 0b5,",,,
Ariyana Middle Eastern Food,4.5,Mediterranean,"396 George St N, Peterborough, Ontario K9H",,,
The Dirty Burger Company,4.8,Burgers,"211 Hunter Street West, Peterborough, ON K9H",,,
BrickHouse Craft Burger,4.6,Wings,"123 Simcoe St, Peterborough, Ontario K9H",,,
Pizza Kollo,0,Pizza,"230 Charlotte Street, Peterborough, NAMER K9J",,,
Pizza Hut ,4.2,PIzza,"705 George St N, Peterborough, ON K9H 3T1",,,
Pizza Parlor and Donair ,4.3,Pizza,"304 George Street North, Peterborough, NAMER K9J 3H2",,,
Burger King #2065 ,4.5,American,"750 Lansdowne Street West, Peterborough, ON K9J 1Z3",,,
Chicken Chicken ,0,Wings,"91 George Street North, Peterborough, ON K9J 3G3",,,
Pizza Pizza ,3.9,Pizza,"91 George St, Peterbourogh, ON K9J",,,
Papas Pizza Land,4.4,Pizza,"2695 Marsdale Dr Peterborough, On K9l 1y4 Canada,",,,
Pizza Wings & Snacks,4.9,American,"1524 Lansdowne St W, Peterborough, On K9J 2A2",,,
Mary Brown's Chicken ,4.4,Chicken,"1550 Lansdowne Street West, Peterborough, NAMER K9J 1Z5",,,
Healthy Planet ,0,Health & Nutrition Supplements,"871 Chemong Road, Peterborough, NAMER K9H 7R4",,,
Pizza Nova ,0,Pizza,"908 Landsdowne St W, Peterborough, ON K9J",,,
Boston Pizza ,4.6,Pizza,"1164 Chemong Rd, Peterborough, Ontario K9H",,,
241 Pizza  ,4,Pizza,"140 Parkhill Rd W, Peterborough, ON K9H",,,
M&M Food Market ,0,Grocery,"A01a-1091 Chemong Rd., Peterborough, NAMER K9H7R8",,,
Harvey's ,4.4,Burgers,"250 Water St, Peterborough, ON K9H",,,
Popeyes Louisana Kitchen ,4.2,American,"828 Chemong Road, Peterborough, ON K9H",,,
Smitty's Family Restaurant ,0,Sandwiches,"139 George Street North, Peterborough, ON K9J",,,
Allen Gourmet Coffee & Eatery,5,Coffee & tea,"360 George St N, Peterborough, ON K9H 7E7",,,
Maple moose pub,4.5,Comfort food,"333 George St North, Peterborough, ON K9h3p9",,,
Real Thai Cuisine,4.8,Thai,"415 George St N, Peterborough, Ontario K9H 3R4",,,
Bhojan - The Indian Cuisine & Bar,2.8,Indian,"427 George Street North, Peterborough, NAMER K9H 3R4",,,
The Black Horse Pub,0,American,"452 George St N, Peterborough, NAMER K9H 3R7",,,
Brickhouse Grill and Bar ,4.6,Comfort food,"123 Simcoe St, Peterborough, ON K9H 2H3",,,
Wendy's ,3.9,Fast food,"1124 Chemong Road, Peterborough, ON K9J 6X2",,,
WING HOUSE,4.5,American,"320 Water St, 73, Peterborough, ON K9J 3C7",,,
Wild Wing - Peterborough Downtown,4.1,Wings,"171 Charlotte St, Peterborough, ON K9J 2T7",,,
Simply Thai,0,Thai,"360 George Street North Peterborough, K9h 2h6 Canada,",,,
One Eyed Jack Peterborough,4.6,Comfort food,"116 Lansdowne St E, Peterborough, ON K9J",,,
Nakhraa ,3.7,Indian,"441 George Street North, Peterborough, ON K9H 3R6",,,
Subway ,3.5,American,"91 George St N, Unit # 3, Peterborough, On K9J",,,
China Chef,4.6,Chinese,"1079 Clonsilla Avenue Peterborough, On K9j 5y6 Canada,",,,
Alba Pizzeria,0,Italian,"360 George St N, Peterborough, ON K9H 2H6",,,
McDonald's ,4.4,Burgers,"400 Lansdowne Street East, Peterborough, ON K9L",,,
Oasis Mediterranean Grill ,4.4,Middle Eastern,"460 George St N, Peterborough, ON K9H 3R7",,,
East Side Mario's ,4.5,Italian,"933 Lansdowne Street West, Peterborough, ON K9J 1Z5",,,
Papa John's ,4.6,Pizza,"198 Lansdowne St E, Peterborough, On K9J",,,
Swiss Chalet ,4.7,American,"933 Lansdowne St W, Peterborough, ON K9J",,,
KFC ,4.1,American,"595 Lansdowne Avenue, Peterborough, ON K9J",,,
Peterborough Desi Cuisine,0,Indian,"304 George Street North, Peterborough, ON K9J 3H2",,,
Curry Mantra ,3.8,Indian,"360 George St N, Peterborough, ON K9H 2H6",,,
Vik's Lake & George Bistro,0,Breakfast and brunch,"25 George Street North Peterborough, K9j 3e9 Canada,",,,
Mister Convenience and Balloon Shop,0,Comfort food,"608 Orpington Rd, Peterborough, ON K9J",,,
Osmow's ,4.5,Mediterranean,"1447 Water Street, Unit 2&3, Peterborough, ON K9L",,,
Casper,3.7,Indian,"901 Lansdowne St W, Unit B, Peterborough, ON K9J 1Z5",,,
Red Lobster  ,4.6,American,"870 Lansdowne Street W., PETERBOROUGH, ON K9J",,,
WingsUp! ,4,Wings,"1135 Lansdowne St W, Peterborough, ON K9J 7M2",,,
Starbucks ,4.8,Bakery,"841 Rye Street, Peterborough, ON K9J",,,
A&W ,4,Burgers,"947 Lansdowne Street West, Peterborough, ON K9J",,,
Puck 'N Pint Sports Pub,0,Burgers,"871 Chemong Rd, Peterborough, On K9H",,,
St. Louis Bar & Grill ,0,Canadian,"1911 Lansdowne Street West, Peterborough, NAMER K9K 0C9",,,
Original Matsu Sushi,4.6,Japanese,"733 Park St S Peterborough, Ontario K9J",,,
Baskin Robbins ,4.8,Desserts,"908 Lansdowne St. W., Peterborough, ON K9J",,,
Chef Basel Cuisine,0,Breakfast and brunch,"2641 Television Road, Peterborough, ON K9J",,,
Hanoi House,4.9,Vietnamese,"1040 Lansdowne St W, Peterborough, ON K9J 1Z9",,,
Tacheena Middle Eastern Cuisine,0,Comfort food,"1123 Water St #5, Peterborough, ON K9H",,,
Chuck's Roadhouse ,4.1,BBQ,"898 Monaghan Rd , Unit 4b, Peterborough, Ontario K9J 5K4",,,
BOBO TEA,4.9,Asian,"154 Charlotte St, Peterborough, ON K9J 2T8",,,
Tim Hortons ,4.1,Donuts,"871-875 Chemong Road, Peterborough, NAMER K9H 5Z5",,,
Fat Bastard Burrito ,4.4,Mexican,"645 Lansdowne Street West Peterborough, On K9j 7y5 Canada, 150A,",,,
Shoeless Joe's Sports Grill ,4.1,Burgers,"1135 Lansdowne St W, Peterborough, ON K9J",,,
Tora Sushi,4.6,Japanese,"172 Charlotte Street, Peterborough, ON K9J",,,
Hunter Matsu Sushi,4.7,Japanese,"107 Hunter Street East, Peterborough, NAMER K9H",,,
Jeff Purvey's Fish & Chips ,4.1,Fish & chips,"124 Rubidge St, Peterborough, On K9J 3N4",,,
Ng Saigon Boys,4.8,Vietnamese,"1524 Lansdowne Street West, Peterborough, NAMER K9J 2A2",,,
RUSSS,0,Juice & Smoothies,"875 Chemong Road Peterborough, On K9h 5z5 Canada,",,,
Firehouse Subs ,4.4,Sandwich,"999 Lansdowne St, 2, Peterborough, Ontario K9J 1Z9",,,
Canoe Co. Cafe,0,Coffee & tea,"290 Water St, Peterborough, NAMER K9J 3C7",,,
Chaska Obsession ,3.7,Indian,"441 George St N, Peterborough, K9h 3r6,",,,
Poco Burro Burritos,4.5,Mexican,"343 George Street North Peterborough, On K9h 3p9,",,,
Hockey Sushi,4.7,Japanese: Sushi,"1840 Landsdowne St W, Peterborough, ON K9K",,,
Mucho Burrito ,0,Fast Food,"867 Lansdowne Street, Peterborough, NAMER K9J 1Z7",,,
TOKYO SUSHI PETERBOROUGH,4.6,Sushi,"360 George St N, Peterborough, ON K9H",,,
El Camino's,4.7,Mexican,"360 George Street North, Unit 56, Peterborough, ON K9H 7E7",,,
Tapas & Tacos,0,Vegetarian,"376 George St N, Peterborough, NAMER K9H 3R3",,,
Chopstics,4,Asian,"550 Lansdowne Street West, Peterborough, K9j 8j8,",,,
Snack Bar Saint-Jean,4.6,Comfort Food,"780 Rue Saint-Jean, Québec, QC G1R",,,
McDonald's ,4.5,Burgers,"590, Boul. Wilfrid-Hamel, Québec, QC G1M 2T3",,,
Les Aliments M&M ,0,Grocery,"9465 Boulevard De L'Ormiere, Quebec City, NAMER G2B3Z6",,,
Walmart ,0,Grocery,"550 Boulevard Wilfrid-Hamel, Québec, Québec G1M 2S6",,,
Metro ,4.4,Grocery,"707 Boulevard Charest O, Quebec, NAMER G1N 4P6",,,
Super C ,4.5,Grocery,"475 Soumande St, Quebec, NAMER G1M 1R4",,,
Adonis ,4.4,Grocery,"1700 Rue Bouvier, Quebec, NAMER G2K 1N8",,,
Animalerie Dyno ,0,pet supplies,"345 Rue Soumande, Québec, Québec G1M 1A5",,,
Animalerie Dyno ,0,pet supplies,"7037 Boulevard Wilfrid-Hamel Québec, Qc G2g 0j5 Canada,",,,
Animalerie Dyno ,0,pet supplies,"8925 Boulevard De L'Ormière, Québec, Québec G2C 1C4",,,
Costco ,4.7,Grocery,"440 Rue Bouvier, Quebec, QC G2J 1E3",,,
Holy Burgers ,4.7,Burgers,"2360 Ch Ste-Foy, Ville De Quebec, Quebec G1V",,,
Le Subtil ,5,Sandwich,"1120 Boulevard Lebourgneuf Québec, Qc G2K",,,
Starbucks ,4.6,Bakery,"2360 Chemin Ste-Foy Centre Commercial Innovation G025, Quebec, QC G1V 4H2",,,
A&W ,4.4,Fast food,"597 Boulevard Wilfrid Hamel, Québec, QC G1M 2T2",,,
Subway ,4.9,American,"696 St-Vallier O., Québec, QC G1N 1C8",,,
Le Subtil ,4.8,Sandwich,"893 Rue Grandjean, Quebec, QC G1X 4G8",,,
Harvey's ,4.4,Burgers,"159 41e Rue O, Ville De Québec, Québec G1H 2S2",,,
New York Style Sandwich Shop,4.3,Ice Cream & Frozen Yogurt,"121 Rue Dalhousie, Quebec, QC G1K 9C8",,,
Fastoche Sandwicherie,4.8,Sandwiches,"1191 Avenue Cartier, Québec, QC G1R 2S9",,,
Pizzéria No.900 ,4.7,Pizza,"120 Boulevard René-Lévesque Ouest, Quebec, QC G1R 2A5",,,
Chocolats Favoris ,4.4,Desserts,"85 Boulevard René-Lévesque O, Québec, Qc G1r 2a3, Canada, Quebec, QC G1R2A3",,,
St-Hubert ,4.7,American,"693 Rue Grande Allee Est, Quebec, QC G1R",,,
Brûlerie Rousseau ,0,Breakfast and brunch,"2377 Chemin Sainte-Foy Québec, Qc G1v 1t1 Canada,",,,
Thaizone ,4.4,Thai,"2360 Ch Ste-Foy, Québec, QC G1V",,,
Boston Pizza ,4.5,Pizza,"2300 Ch Ste-Foy, Québec, QC G1V 1S5",,,
Grillades Torino ,4.6,BBQ,"5401 Boulevard Des Galeries, Ville De Québec, Québec G2K 1N4",,,
Centrale Bergham ,4.4,Burgers,"2360 Ch Ste-Foy, Ville De Québec, Québec G1V",,,
Delli Libanais,4.7,American,"3333 Rue Du Carrefour, Québec, Qc G1C",,,
Benny&Co. ,4.3,Comfort food,"300 Rue George-Muir, Quebec, QC G2N 1L2",,,
Restaurant Normandin ,4.5,Pizza,"709 Boulevard Charest O,, Quebec City, NAMER G1N 4P5,",,,
Dattes et olives,4.2,Mediterranean,"3245 Ch Ste-Foy, Québec, QC G1X 1R8",,,
Tim Horton's ,4.5,Bakery,"589 Boul. Wilfrid-Hamel, Quebec, QC G1M 2T2",,,
Chez Victor ,4.6,Burgers,"145 Rue Saint-Jean, Ville De Québec, Québec G1R 2X2",,,
Rôtisserie Fusée ,4.5,Comfort food,"10290 Boulevard De L'Ormière, Quebec, QC G2B 3L3",,,
Krispy Kreme ,4.7,Desserts,"1560 Lebourgneuf Blvd., Quebec, QC G2K",,,
Pizza Pizza ,4.6,pizza,"1345 Chemin Ste-Foy, Quebec, QC G1S 2N2",,,
Jumelles Pizza,4.6,Pizza,"833 Avenue Myrand, Québec, QC G1V 2V8",,,
Les Rôtisseries Benny ,4.3,Comfort food,"840 Rue Bouvier #107, Quebec City, QC G2J 1A3",,,
M. Souvlaki ,4,Greek,"5401 Boulevard Des Galeries, Ville De Québec, Qc G2k 1n4, Canada, Québec G2K 1N4",,,
Sushiman ,0,Asian,"2740 Boul Laurier Niveau 3, Ste-Foy, QC G1V 2L8",,,
La Calebasse,4.4,African,"969 Avenue Myrand, Quebec, QC G1V 2W1",,,
Pacini ,4.5,Italian,"999 Av De Bourgogne, Quebec, Quebec G1W",,,
Topla! Ste-Foy ,4.2,Pasta,"2360 Chemin Sainte-Foy, Québec, QC G1V 4H2",,,
Jugo Juice ,0,Kid friendly,"2700 Boulevard Laurier 285, Québec, QC G1V",,,
Scores ,4.7,BBQ,"1160, Autoroute Maurice Duplessis, Sainte-Foy, QC G2G",,,
Pizza Charest,0,Pizza,"2485 Boulevard Ste-Anne, Quebec, QC G1L",,,
Kuto comptoir à tartares ,4.7,Mexican,"9065 Boulevard De L'Ormière, Québec, Qc G2B",,,
Cafe Depot - Quebec City,3.9,Breakfast and brunch,"1381 1re Avenue, Québec, NAMER G1L 3L2",,,
Marmiton Pizza ,0,Pizza,"6655 Boulevard Pierre-Bertrand, Quebec, QC G2K",,,
Pizza Salvatoré ,4.5,American,"2377 Chemin Sainte-Foy, Quebec, QC G1V 1T1",,,
La Cuisine Boulet,4.7,Burgers,"9736 Boulevard De L'Ormiere, Ville De Quebec, Quebec G2B",,,
Freshii ,4.6,Bowls,"47 Boulevard René-Lévesque E, Ville De Québec, QC G1R 2C3",,,
Pizza Ramos,4.7,Pizza,"739 Rue Saint-Bernard, Quebec, QC G1N",,,
Grillades Torino ,4.8,Middle Eastern,"1270 Autoroute Duplessis, 102, Québec, NAMER G2G 2B5",,,
Zeus Gyros Grec ,4.8,Mediterranean,"1032 Avenue Cartier Québec, Québec G1r 2s4 Canada,",,,
Welat 2 Pour 1 Pizza,4.6,Pizza,"345 Rue Saint-Joseph Est, Québec, NAMER G1K",,,
Pizza Miam's,4.6,Italian,"2500 Chemin Des Quatre-Bourgeois, Québec, QC G1V 4P9",,,
Sushi X ,4.3,Japanese,"1019 Avenue Cartier, Quebec, QC G1R 2S3",,,
Shogun Sushi,4.3,Sushi,"2815 Boulevard Laurier, Québec, QC G1V 4H3",,,
Bières et Frites ,4.5,Poutine,"550 Rue Du Marais, Québec, QC G1M 3R1",,,
La Cage ,4.7,Comfort food,"6476, Boulevard Hamel O, AncienneLorette, QC G2E",,,
Cinéma Cineplex IMAX aux Galeries de la Capitale,4.7,Fast food,"5401, Boul. Des Galeries, Quebec, QC G2K 1N4",,,
Thai Express ,4.5,Thai,"440 Rue De La Couronne, Ville De Québec, QC G1K 9M5",,,
Café Les Cousins,4.8,Coffee & tea,"1029 Avenue Cartier, Québec, NAMER G1R",,,
La Galette Libanaise ,4.9,Middle Eastern,"557 Rue Saint-Joseph Est, Quebec, QC G1K 3B7",,,
Regal Kreyol Resto,4.3,Caribbean,"1388 Ch Ste-Foy, Québec, Qc G1S 2N6",,,
Kim boba,4.7,Asian,"2821 Avenue Saint-David, Quebec, QC G1C 0J3",,,
La Baraque à Frites,4.8,Traditional American,"334 Rue Marie-De-L'Incarnation, Quebec, QC G1N 3G6",,,
Toyo,4.6,Asian,"3333 Rue Du Carrefour, Quebec, QC G1C",,,
Sushi Taxi ,4.3,Japanese,"1001 Route De L'Église, Quebec, QC G1V 3V7",,,
Quesada Burritos and Tacos ,4.6,Tex Mex,"575, Boulevard Hamel, Québec City, QC G1M 2T2",,,
