"id","restaurant_name","rating","category","address","latitude","longitude","province"
1639,"Pizza Pizza (52 Elm St)","4.2","Chicken Strips","52 Elm Street, Sudbury, ON P3C","46.49341","-80.9948248","ON"
1640,"PizzaForno","New","Pizza","82 Ignatius St, Greater Sudbury, ON P3C 5G3","46.4951175","-80.9938698","ON"
1641,"Topper's Pizza (King St)","4.2","Pizza","301 King St, Sudbury, ON P3B 2K7","46.5040422","-80.9859459","ON"
1642,"Tony V's Pizza & Restaurant","4.8","Pizza","1323 Martindale Rd, Sudbury, ON P3E 4J7","46.4651957","-81.0092283","ON"
1643,"Rose Apple Asian Cuisine","4.3","Asian","1875 Paris Street, Sudbury, ON P3E 3C5","46.4542961","-81.0027741","ON"
1644,"Red Swan Pizza (Sudbury Lasalle)","4","Pizza","900 Lasalle Blvd, Greater Sudbury, ON P3A 5W8","46.5229695","-80.9599417","ON"
1645,"Pizza Hut (121 Loach's Road)","4.2","Pizza","121 Loach'S Road, Sudbury, ON P3E 2P8","46.449631","-80.99308","ON"
1646,"Burger & Wings","New","Burgers","1299 Marcus Dr, Greater Sudbury, ON P3B 4K6","46.5011885","-80.9446463","ON"
1647,"Gus's Restaurant","New","Comfort food","336 Elm St, Sudbury, ON P3C 1V8","46.4932139","-81.0076528","ON"
1648,"Sub World","4.5","Vegetarian","3 Elgin St, Greater Sudbury, ON P3C 5B7","46.49462","-80.9967487","ON"
1649,"Food Basics (400 Notre Dame St)","4.5","Everyday Essentials","400 Notre Dame Ave, Greater Sudbury, ON P3C","46.5013467","-80.9863305","ON"
1650,"Good Lucky168 Chinese restaurant","4.1","Chinese","40 Elm St, 42, Greater Sudbury, ON P3C 0A2","46.5823315","-81.1954037","ON"
1651,"Kuppajo Espresso Bar","New","American","109 Larch Street, Greater Sudbury, ON P3E1B8","46.4910943","-80.9927548","ON"
1652,"Taco Sol","New","Mexican","80 Cedar St,, Sudbury, ON P3E 1A5","46.4923277","-80.9938516","ON"
1653,"Ranvee's Restaurant And Bar","New","Burgers","80 Cedar Street, Greater Sudbury, ON P3E 1A5","46.4923277","-80.9938516","ON"
1654,"KFC (1341 Martindale Road)","4.1","American","1341 Martindale Road, Sudbury, ON P3E 4J7","46.464818","-81.0094287","ON"
1655,"7 Star Dumpling House (Regent St.)","4.6","Chinese","1355 Regent Street, Sudbury, ON P3E 3Z1","46.4622511","-81.0106012","ON"
1656,"Cuisine Tropicale","New","American","893 Nôtre Dame Avenue, 4, Sudbury, ON P3C","46.5171276","-80.985034","ON"
1657,"Wendy's (1015 The Kingsway)","4.6","Fast food","1015 The Kingsway, Sudbury, ON P3B 2E6","46.5000489","-80.9631511","ON"
1658,"Starbucks (1935 Paris Street)","4.8","Bakery","1935 Paris Street, Sudbury, ON P3E 3C6","46.4529222","-81.0030804","ON"
1659,"McDonald's (Kingsway)","4.3","Burgers","1194 Kingsway, Sudbury, ON P3A","46.5023605","-80.9576681","ON"
1660,"Okinawa Sushi Regent","4.3","Japanese","1716 Regent Street, Sudbury, ON P3E 3Z8","46.4553028","-81.0055409","ON"
1661,"Little Caesars (1835 Regent St)","4.6","Pizza","1835 Regent St, Sudbury, ON P3E 3Z7","46.4528187","-81.0053829","ON"
1662,"East Side Mario's (Lasalle)","4.7","Italian","900 Lasalle Blvd., Sudbury, ON P3A","46.5229695","-80.9599417","ON"
1663,"Osmow's (2040 Algonquin Rd, Unit 13A)","4.3","Mediterranean","2040 Algonquin Rd , Unit 13A, Sudbury, ON P3E","46.4472805","-80.9947115","ON"
1664,"Herbert Fisheries","New","Snacks","1942 Regent Street, Sudbury, ON P3E 5V5","46.4518492","-81.001791","ON"
1665,"Damascus Restaurant","4.6","Middle Eastern","1210 Lasalle Blvd, Greater Sudbury, ON P3A 1Y5","46.5224449","-80.9513889","ON"
1666,"A&W (2404 Long Lake Rd)","4.5","Fast food","2404 Long Lake Rd, Sudbury, ON P3E","46.4409017","-81.0047349","ON"
1667,"Shoeless Joe's Sports Grill (Regent St)","4.7","American","2260 Regent St, Sudbury, ON P3E","46.4488348","-80.9923518","ON"
1668,"Herc's Greek Eatery","4.7","Greek","875 Nôtre Dame Avenue, Sudbury, ON P3C","46.5121378","-80.9872892","ON"
1669,"Red Lobster  (1600 LASALLE BLVD)","4","American","1600 Lasalle Blvd, SUDBURY, ON P3A","46.5224082","-80.9380995","ON"
1670,"King’s Way Buffet","4.2","Chinese","1051 Kingsway, Greater Sudbury, ON P3B 2E6","46.5002707","-80.961888","ON"
1671,"Kwik Way (Bancroft Dr.)","New","Convenience","1465 Bancroft Drive, Greater Sudbury, ON P3B","46.491563","-80.9521482","ON"
1672,"Tim Hortons (885 Notre Dame Street)","4.5","Bakery","885 Notre Dame Street, Sudbury, ON P3A 2T2","46.5134492","-80.9863817","ON"
1673,"Marc's Subs","New","Comfort food","2361 Bancroft Drive, Sudbury, ON P3B","46.489113","-80.9238139","ON"
1674,"Churchill Convenience","New","Convenience","575 Churchill Avenue, Greater Sudbury, ON P3A 5N4","46.5089367","-80.9348214","ON"
1675,"Canadian Tire Gas+ (2040 Algonquin Rd)","New","Snacks","2040 Algonquin Rd. , Unit 30, Sudbury, ON P3E 4Z6","46.4472805","-80.9947115","ON"
1676,"Trevi Bar & Grill","New","American","1837 Lasalle Blvd, Sudbury, ON P3A 2A3","46.5212797","-80.9300638","ON"
1677,"On the Run 42382 | (463 Falconbridge Rd)","New","Everyday Essentials","463 Falconbridge, SUDBURY, ON P3A 5N4","46.5107286","-80.9332894","ON"
1678,"Burger King #4923 (809 Victoria St. North)","4.6","American","809 Victoria St. North, Kitchener, ON N2B","43.4619406","-80.4689799","ON"
1679,"Pizza Express Stirling","4.3","Pizza","248 Stirling Avenue South 12a, Kitchener, ON N2M","43.440759","-80.4859236","ON"
1680,"Nova Era Bakery #3","4.8","American","376 King Street East, Kitchener, ON N2G 2L5","43.447364","-80.4830669","ON"
1681,"SMK African Foods Inc","New","Deli","206-C King St E,, Kitchener, ON N2G 2L1","43.44855","-80.4856828","ON"
1682,"Galito's Flame Grilled Chicken (Kitchener)","New","Comfort food","29 King Street East, Kitchener, ON N2G 2K4","43.4493553","-80.488698","ON"
1683,"Papa John's Pizza (517 Victoria St S)","4.7","Pizza","517 Victoria St S, Kitchener, ON N2M","43.4416969","-80.5146279","ON"
1684,"Bao Sandwich Bar","4.8","Asian","62 Balsam Street, Unit #B106, Waterloo, ON N2L","43.4764456","-80.5300104","ON"
1685,"Burger's Priest (Waterloo)","4.6","Burgers","212 King Street South, Waterloo, ON N2J","43.4594677","-80.5172859","ON"
1686,"Boardwalk Burgers Fries & Shakes (Waterloo)","4.5","Burgers","65 University Avenue East , Unit 13, Waterloo, ON N2J","43.47665","-80.52125","ON"
1687,"MrBeast Burger (1120 Victoria Street North)","4.4","American","1120 Victoria Street North, Kitchener, ON N2B 3T2","43.4666549","-80.4589862","ON"
1688,"Pizza Pizza (185 King St. W)","4.5","Chicken Strips","185 King St. West, Kitchener, ON N2G","43.4508818","-80.4924959","ON"
1689,"Mei King Restaurant","4.5","Chinese","82 Margaret Ave, Kitchener, ON N2H","43.4569317","-80.4891142","ON"
1690,"Red Swan Pizza (Kitchener North)","4.6","Pizza","1120 Victoria St N , Unit 1B, Kitchener, ON N2B 3T2","43.4666549","-80.4589862","ON"
1691,"Top chicken","4.8","Korean","280 Lester Street, Unit 105, Waterloo, ON N2L 0G2","43.4753116","-80.5355701","ON"
1692,"Bianca's Pizza","4.5","Pizza","363 King St N, Waterloo, ON N2J 2Z4","43.482102","-80.526864","ON"
1693,"Topper's Pizza (Highland Rd)","4.9","Pizza","324 Highland Road, Kitchener, ON N2M","43.4346249","-80.4896019","ON"
1694,"Quick Sandwiches (King St S and Town Square)","4.5","Sandwich","95 King St S, Waterloo, Ontario N2j, Ca, ON N2J","43.4631872","-80.5222277","ON"
1695,"Later Pizza (Waterloo)","4.8","Pizza","255 King Street North Unit 12, Waterloo, ON N2J 4V2","43.47752","-80.52563","ON"
1696,"Five Star Shawarma and Pizza","4.3","Mediterranean","585 Weber St N, 4, Waterloo, ON N2V","43.49662","-80.55125","ON"
1697,"Cheez-Us Pizza","4.5","Pizza","380 King St N, 2, Waterloo, ON N2J 2Z3","43.4829771","-80.5259987","ON"
1698,"Mary Brown's Chicken (700 Strasburg Road)","4.6","Chicken","700 Strasburg Rd, Kitchener, ON N2E 2M2","43.414522","-80.4795146","ON"
1699,"Figaro's Pizza","4.8","Pizza","90 Weber Street North, Waterloo, ON N2J 3G8","43.4541603","-80.4923413","ON"
1700,"Three Kretans Greek Restaurant","4.6","Mediterranean","151 Frederick St, Kitchener, ON N2H 2M2","43.452237","-80.484173","ON"
1701,"Gino's Pizza (Highland Rd & Lawrence Ave)","4.6","Pizza","370 Highland Rd W, Kitchener, ON N2M 5J9","43.4384494","-80.5119682","ON"
1702,"Church's Texas Chicken (247 King Street North)","4.4","Comfort food","247 King Street North Unit 4, Waterloo, ON N2J 2Y8","43.4762317","-80.5254866","ON"
1703,"The Works Craft Burgers & Beers (589 Fairway Rd S.)","4.1","Burgers","589 Fairway Rd S, Kitchener, ON N2C 1X4","43.419979","-80.448729","ON"
1704,"Burger Stack","4.8","Burgers","255 Highview Dr, 3, Kitchener, ON N2N 2K7","43.41453","-80.55216","ON"
1705,"McDonald's (Alpine St & Ottawa Rd)","4.3","Burgers","715 Ottawa Street South, KITCHENER, ON N2E","43.4248829","-80.4833372","ON"
1706,"Thyme Pizza N Rolls","4.8","Pizza","540 Westforest Trail, C, Kitchener, ON N2N","43.4257","-80.5450586","ON"
1707,"Island Mix Restaurant & Lounge (Kitchener)","4.6","Caribbean","146 King Street West, Kitchener, ON N2G 1A6","43.4509265","-80.4917297","ON"
1708,"Renegade Chicken (15A - 2960 Kingsway Drive)","4.5","Burgers","15a - 2960 Kingsway Drive, Kitchener, ON N2C","43.4243176","-80.438563","ON"
1709,"Farah Foods","4.6","Everyday Essentials","170 University Avenue West , Unit 4, Waterloo, ON N2L","43.47158","-80.53856","ON"
1710,"La Cucina Pizzeria (Kitchener)","4.5","Italian","320 King St W, Kitchener, ON N2G 1B7","43.4520461","-80.4951693","ON"
1711,"Boston Pizza (Bingemans)","4.1","Italian","425 Bingemans Centre Drive, Kitchener, ON N2B 3X7","43.4723567","-80.4509049","ON"
1712,"Popular Pizza (Waterloo)","4.1","Pizza","330 Phillip St, Unit 4, Waterloo, ON N2L 3W9","43.4759386","-80.5388034","ON"
1713,"Cheesecake & Desserts (Waterloo)","4.3","Desserts","160 University Ave W, Waterloo, ON N2L 3E9","43.4720424","-80.5371821","ON"
1714,"Campus Pizza","4.3","Pizza","160 University Ave W, Waterloo, ON N2L","43.4720424","-80.5371821","ON"
1715,"Popeyes Louisiana Kitchen (Ottawa St)","4.5","American","725 Ottawa St S, Kitchener, ON N2E","43.4234812","-80.4850964","ON"
1716,"Harvey's (Westmount Rd W)","4.5","Canadian","80 Westmount Rd West, Kitchener, ON N2M 1R5","43.4357874","-80.5126319","ON"
1717,"Foodie Fruitie","4.6","Asian","203 Lester St #7, Waterloo, ON N2L 0B5","43.47231","-80.53375","ON"
1718,"Starbucks (1051 Victoria Street North)","4.6","Bakery","1051 Victoria Street North, Kitchener, ON N2B","43.4652344","-80.4595915","ON"
1719,"South St. Burger (Ottawa & Fischer-Hallman)","4.3","Burgers","1400 Ottawa St S,  B-19, Kitchener, ON N2E 4E2","43.4157539","-80.5132384","ON"
1720,"MIZU Braised Chicken Rice 御品黄焖鸡米饭","New","Comfort food","150 University Avenue West, Waterloo, ON N2L","43.4725458","-80.5361185","ON"
1721,"Pizza Roma +","4.5","Pizza","192 Activa Ave, Kitchener, ON N2E","43.4057417","-80.5132188","ON"
1722,"KFC (1020 Ottawa Street North)","4.4","American","1020 Ottawa Street North, Kitchener, ON N2A 3Z3","43.4519631","-80.4428145","ON"
1723,"Swiss Chalet (Victoria & Frederick)","4.7","Rotisserie Chicken","1151 Victoria St N, Kitchener, ON N2B","43.4663592","-80.4557994","ON"
1724,"FLAME HOUSE GRILL & BAR","4.4","Indian","370 Highland Rd W, Kitchener, ON N2M 5J9","43.4384494","-80.5119682","ON"
1725,"AD Double Deal Pizza Wings","New","Pizza","101 Hazelglen Dr, Unit 12, Kitchener, ON N2M","43.43983","-80.52671","ON"
1726,"Wendy's (350 Westmount Road West)","4.3","Fast food","350 Westmount Road West, Kitchener, ON N2M 5C4","43.4406777","-80.521423","ON"
1727,"China Taste","4.5","Chinese","1400 Weber St E Unit B6, Kitchener, ON N2A","43.4333","-80.4387","ON"
1728,"Fat Bastard Burrito (Kitchener)","4.3","Tex Mex","306 King St W, Kitchener, ON N2G 1B7","43.4519179","-80.494707","ON"
1729,"Indo Hakka Corner","4.4","Asian fusion","324 Highland Rd W, 14, Kitchener, ON N2M 5G2","43.43915","-80.51052","ON"
1730,"KW Grabb-a-Pizza","New","Pizza","700 Strasburg Rd, Kitchener, ON N2E 2M2","43.414522","-80.4795146","ON"
1731,"Twice the Deal Pizza (8 Bloomingdale Rd N)","4.9","Pizza","8 Bloomingdale Rd N, 2, Kitchener, ON N2K 1A2","43.48074","-80.4774","ON"
1732,"Double Double Pizza & Chicken (347 Erb St)","4.7","Pizza","347 Erb St W, 8, Waterloo, ON N2L 1W4","43.4546466","-80.546254","ON"
1733,"Fresh Burrito (170 University Ave W)","4.8","Mexican","170 University Avenue West, Unit 31, Waterloo, ON N2L 3E9","43.4727597","-80.537832","ON"
1734,"Crystal Palace","4.5","Chinese","10 King Street South, Waterloo, ON N2J","43.465","-80.5219766","ON"
1735,"Kam Yin Chinese Restaurant 金燕子","4.5","Chinese","450 Erb St W, 13, Waterloo, ON N2T","43.4522286","-80.5558827","ON"
1736,"Dollarama (53-61 King Street East)","New","Toys","61 King St E, Kitchener, ON N2G 2K4","43.449123","-80.488415","ON"
1737,"Kim’s Kitchen","4.9","Korean","258 King Street N , Unit 2, Waterloo, ON N2J","43.4769867","-80.5247682","ON"
1738,"Little Caesars (210 Lorraine Avenue)","4.6","Pizza","210 Lorraine Ave, Kitchener, ON N2B 3T4","43.4611481","-80.4402684","ON"
1739,"Burger Factory (550 Hespeler Rd)","4.4","Pizza","550 Hespeler Rd , Unit 2, Cambridge, ON N1R","43.4021744","-80.3268777","ON"
1740,"iShawarma","4.3","Mediterranean","66 Bridgeport Rd E, 6, Waterloo, ON N2J","43.4692117","-80.5163562","ON"
1741,"Ye's Sushi","4.6","Sushi","70 Sportsworld Dr, Kitchener, ON N2P 2J1","43.4092607","-80.3932211","ON"
1742,"Lazeez Shawarma (370 Highland Rd W)","4.5","Mediterranean","370 Highland Rd W, Kitchener, ON N2M 5J9","43.4384494","-80.5119682","ON"
1743,"Burger King (1950 Third Avenue South)","4.3","American","1950 Third Avenue South, Lethbridge, AB T1J 0J6","49.6960357","-112.8135733","AB"
1744,"Rivaaz Indian Pizza & Cuisine","4.3","Indian","1020 Mayor Magrath Drive South, Lethbridge, AB T1K 2P8","49.683079","-112.8059561","AB"
1745,"Pizza King and Donair","New","Pizza","2210 7 Avenue South Unit 264, Lethbridge, AB T1J 1M7","49.6890099","-112.809075","AB"
1746,"Red Swan Pizza (Lethbridge)","New","Pizza","3115 26 Ave N #40, Lethbridge, AB T1H 5P4","49.7275475","-112.7968486","AB"
1747,"Pizza 73 (417 - 21A St N)","4.3","Pizza","417 21a Street North, Lethbridge, AB T1H 6L6","49.7044774","-112.810349","AB"
1748,"Birdy Famous Fried Chicken Waffles & More (Mayor Magrath Dr. S)","New","Comfort food","1312 Mayor Magrath Drive South, Lethbridge, AB T1K","49.6789976","-112.8040036","AB"
1749,"Papa John's Pizza (Lethbridge)","4.3","Pizza","487 Mayor Magrath Dr S, Lethbridge, AB T1J 3L8","49.6938959","-112.8094322","AB"
1750,"Pizza Hut (1358 Mayor Magrath Drive South)","New","Pizza","1358 Mayor Magrath Drive South, Lethbridge, AB T1K","49.6783619","-112.8036751","AB"
1751,"McDonald's (Scenic - Lethbridge #2)","4.6","Burgers","217 3 Ave S, Lethbridge, AB T1J 4L6","49.6960213","-112.8444495","AB"
1752,"Wendy's (230 Scenic Drive South)","4.6","Fast food","230 Scenic Drive South, Lethbridge, AB T1J 4L3","49.6959322","-112.8456875","AB"
1753,"Taco Bell (West Lethbridge)","4.5","Burritos","188 Columbia Blvd W, Lethbridge, AB T1K 4J4","49.6753813","-112.8754667","AB"
1754,"Teriyaki Madness (19 Southgate Blvd South)","4.3","Asian fusion","19 Southgate Boulevard South, 20, Lethbridge, AB T1K","49.6607212","-112.7931074","AB"
1755,"Nori Bento & Udon Park Place","New","Japanese","501 1 Ave S, Unit P15A, Lethbridge, AB T1J 4L9","49.6987304","-112.8405995","AB"
1756,"Modern Chinese","4.8","Chinese","103 7 St S, Lethbridge, AB T1J 2T1","49.6977286","-112.8368693","AB"
1757,"Fusion BBQ & Hotpot","4.6","Asian fusion","1104 Mayor Magrath Dr S, Lethbridge, AB T1K 2P8","49.6816414","-112.8052887","AB"
1758,"Via Cibo (Lethbridge)","4","Italian","1762 3 Avenue South, Lethbridge, AB T1J","49.6962559","-112.816698","AB"
1759,"Subway (Lethbridge Towne Sq.)","4","American","206 Stafford Drive South, Lethbridge, AB T1J","49.6967673","-112.8346512","AB"
1760,"Denny's (421 Mayor Magrath Dr)","4.7","Breakfast and brunch","421 Mayor Magrath Dr, Lethbridge, AB T1J 3L8","49.6945951","-112.8099067","AB"
1761,"7-Eleven (680 Columbia Blvd W)","4.5","Wings","680 Columbia Blvd W, Lethbridge, AB T1K 5J9","49.6704809","-112.8902908","AB"
1762,"Dairy Queen (516 13th Street North, Lethbridge)","4.8","American","516 13 St N, Lethbridge, AB T1H 2S4","49.70623","-112.8244508","AB"
1763,"Starbucks (DT Mayor Magrath)","4.8","Bakery","1409 Mayor Magrath Dr S, Lethbridge, AB T1K 2R1","49.6778275","-112.8018786","AB"
1764,"Fatburger (1505 Mayor Magrath Drive S)","4.7","Burgers","1505 Mayor Magrath Drive S, Lethbridge, AB T1K","49.6771884","-112.8013297","AB"
1765,"Firestone Restaurant & Bar","New","Burgers","532 Mayor Magrath Drive South, Lethbridge, AB T1J 3M2","49.6925484","-112.8102446","AB"
1766,"IHOP (1818 Mayor Mcgrath Drive South)","4.3","Breakfast and brunch","1818 Mayor Mcgrath Drive South, Lethbridge, AB T1K","49.6742275","-112.8017269","AB"
1767,"Marble Slab Creamery (550 University Drive West, Unit 25 )","4.8","Ice Cream & Frozen Yogurt","550 University Drive West , Unit 25, Lethbridge, AB T1J 4T3","49.6927087","-112.8920007","AB"
1768,"Popeyes (1814 Mayor Magrath Dr S)","4.7","American","1814 Mayor Magarth Dr S, Lethbridge, AB T1K 2R5","49.6745609","-112.8020439","AB"
1769,"Ales & Tales Bar and Lounge","New","American","1009 Mayor Magrath Drive South, Lethbridge, AB T1K","49.6829569","-112.8042668","AB"
1770,"Dollarama (Park Place Mall)","New","Toys","501 1 Ave S,  Unit 131, Lethbridge, AB T1J 4L9","49.6984002","-112.8397542","AB"
1771,"Osmow's Lethbridge","4.7","Comfort food","1612 Mayor Magrath Dr S, Lethbridge, AB T1K","49.6754406","-112.8025638","AB"
1772,"Quesada Burritos and Tacos (University Dr)","4.6","Mexican","550 University Dr W , Unit  36, Lethbridge, AB T1J 4T3","49.6926697","-112.8926897","AB"
1773,"KFC West Lethbridge","4.4","American","188 Columbia Blvd. West, Lethbridge, AB T1K","49.6753813","-112.8754667","AB"
1774,"Green Wok","4.7","Chinese","417 21 A Street North, Lethbridge, AB T1H 6L6","49.7044774","-112.810349","AB"
1775,"Natasha","New","European","902 6 St N, Lethbridge, AB T1H 1Y2","49.7130516","-112.8387651","AB"
1776,"On the Run 40055 | 4103 - 4th Ave S","New","Everyday Essentials","4103 4 Avenue South, Lethbridge, AB T1J 4B5","49.6955759","-112.7812562","AB"
1777,"Ricky Ticky Tacos (550 University Drive West, West Lethbridge Towne Centre)","New","Mexican","550 University Drive West, West Lethbridge Towne Centre, AB T1J 4T3","49.6926422","-112.8910132","AB"
1778,"Tim Horton's (442 Scenic Dr)","4.5","Bakery","442 Scenic Dr, Lethbridge, AB T1J 4S3","49.6933231","-112.8454962","AB"
1779,"New York Fries (Park Place)","4.7","American","Unit P15 501 - 1st Ave South, Lethbridge, AB T1J","49.6987304","-112.8405995","AB"
1780,"Onion Bar & Grill / Flamingo","New","American","1702 23 Street North, Lethbridge, AB T1H 5B3","49.7194056","-112.812331","AB"
1781,"Social Outlaw Grill","New","Burgers","1818 Mayor Magrath Drive South, Lethbridge, AB T1K","49.6742275","-112.8017269","AB"
1782,"Whitbie's Fish & Chips","New","Fish & chips","866 Heritage Blvd W, Lethbridge, AB T1K","49.698195","-112.891826","AB"
1783,"Jundal Coffee","New","Coffee & tea","501 1 Ave S A09, Lethbridge, AB T1J 4L9","49.6991341","-112.8407503","AB"
1784,"Edo Japan -  Park Place Mall","New","Japanese","501 1 Ave S, Lethbridge, AB T1J 4L9","49.6987304","-112.8405995","AB"
1785,"Taco Del Mar","4.2","Mexican","473 41 St S, Lethbridge, AB T1J 5C8","49.694268","-112.7805694","AB"
1786,"Tea Bliss","4.4","Asian","2037 Mayor Magrath Dr S, Lethbridge, AB T1K 2S2","49.6723772","-112.7969081","AB"
1787,"Makisu Sushi Lethbridge","4.4","Japanese","1517 Mayor Magrath Drive South, Lethbridge, AB T1K 2R4","49.6766396","-112.8006325","AB"
1788,"Mastermind Toys (Lethbridge)","New","Retail","1250 2a Ave N, Lethbridge, AB T1H 0E3","49.7015948","-112.8327643","AB"
1789,"Rexall Drug Store (Aquitania Blvd W)","New","Home & Personal Care","20-12 Aquitania Blvd W, Lethbridge, AB T1J","49.6715458","-112.904979","AB"
1790,"Apna tandoori hut","New","Indian","1520 3 Avenue South, Lethbridge, AB T1J 0K8","49.6962232","-112.8196913","AB"
1791,"Lighthouse Japanese Restaurant","4.8","Japanese","708 3 Avenue South, Lethbridge, AB T1J","49.6957116","-112.8365307","AB"
1792,"The Dirty Burger Company","4.8","Burgers","211 Hunter Street West, Peterborough, ON K9H","44.3056686","-78.3224095","ON"
1793,"Pizza Hut (705 George Street North)","4.2","PIzza","705 George St N, Peterborough, ON K9H 3T1","44.3153319","-78.3209882","ON"
1794,"Burger King #2065 (750 Lansdowne Street West)","4.5","American","750 Lansdowne Street West, Peterborough, ON K9J 1Z3","44.2846831","-78.3354813","ON"
1795,"Chicken Chicken (91 George Street North)","New","Wings","91 George Street North, Peterborough, ON K9J 3G3","44.2965509","-78.3198792","ON"
1796,"Pizza Pizza (91 George St, Peterborough)","3.9","Pizza","91 George St, Peterbourogh, ON K9J","44.2965509","-78.3198792","ON"
1797,"Pizza Nova (908 Landsdowne St W)","New","Pizza","908 Landsdowne St W, Peterborough, ON K9J","44.2833811","-78.3413519","ON"
1798,"241 Pizza  (140 Parkhill Rd W)","4","pizza","140 Parkhill Rd W, Peterborough, ON K9H","44.3162337","-78.3198612","ON"
1799,"Harvey's (Water St)","4.4","Burgers","250 Water St, Peterborough, ON K9H","44.3014181","-78.3185325","ON"
1800,"Popeyes Louisana Kitchen (828 Chemong Road)","4.2","American","828 Chemong Road, Peterborough, ON K9H","44.3183643","-78.3300368","ON"
1801,"Smitty's Family Restaurant (Peterborough)","New","Sandwiches","139 George Street North, Peterborough, ON K9J","44.297608","-78.3199425","ON"
1802,"Allen Gourmet Coffee & Eatery","5","Coffee & tea","360 George St N, Peterborough, ON K9H 7E7","44.3040588","-78.3197832","ON"
1803,"Maple moose pub","4.5","Comfort food","333 George St North, Peterborough, ON K9h3p9","44.3038","-78.320198","ON"
1804,"Brickhouse Grill and Bar (123 Simcoe St)","4.6","Comfort food","123 Simcoe St, Peterborough, ON K9H 2H3","44.3046524","-78.3186314","ON"
1805,"Wendy's (1124 Chemong Road)","3.9","Fast food","1124 Chemong Road, Peterborough, ON K9J 6X2","44.3276338","-78.3390845","ON"
1806,"WING HOUSE","4.5","American","320 Water St, 73, Peterborough, ON K9J 3C7","44.3036455","-78.3185614","ON"
1807,"Wild Wing - Peterborough Downtown","4.1","Wings","171 Charlotte St, Peterborough, ON K9J 2T7","44.3031969","-78.3206769","ON"
1808,"One Eyed Jack Peterborough","4.6","Comfort food","116 Lansdowne St E, Peterborough, ON K9J","44.2896643","-78.3018238","ON"
1809,"Nakhraa (George St)","3.7","Indian","441 George Street North, Peterborough, ON K9H 3R6","44.3072392","-78.3203071","ON"
1810,"Alba Pizzeria","New","Italian","360 George St N, Peterborough, ON K9H 2H6","44.3040588","-78.3197832","ON"
1811,"McDonald's (Willowcreek)","4.4","Burgers","400 Lansdowne Street East, Peterborough, ON K9L","44.2923683","-78.2898569","ON"
1812,"Oasis Mediterranean Grill (OMG)","4.4","Middle Eastern","460 George St N, Peterborough, ON K9H 3R7","44.307733","-78.319945","ON"
1813,"East Side Mario's (Peterborough)","4.5","Italian","933 Lansdowne Street West, Peterborough, ON K9J 1Z5","44.2824243","-78.341546","ON"
1814,"Swiss Chalet (Goodfellow Rd & Lansdowne Ave W)","4.7","American","933 Lansdowne St W, Peterborough, ON K9J","44.2824243","-78.341546","ON"
1815,"KFC (595 Lansdowne Avenue)","4.1","American","595 Lansdowne Avenue, Peterborough, ON K9J","44.2857342","-78.3293424","ON"
1816,"Peterborough Desi Cuisine","New","Indian","304 George Street North, Peterborough, ON K9J 3H2","44.3029675","-78.3194541","ON"
1817,"Curry Mantra (Peterborough)","3.8","Indian","360 George St N, Peterborough, ON K9H 2H6","44.3040588","-78.3197832","ON"
1818,"Mister Convenience and Balloon Shop","New","Comfort food","608 Orpington Rd, Peterborough, ON K9J","44.2778138","-78.326324","ON"
1819,"Osmow's (Water St)","4.5","Mediterranean","1447 Water Street, Unit 2&3, Peterborough, ON K9L","44.3486921","-78.3042118","ON"
1820,"Casper","3.7","Indian","901 Lansdowne St W, Unit B, Peterborough, ON K9J 1Z5","44.2825453","-78.3411104","ON"
1821,"Red Lobster  (870 LANSDOWNE STREET W.)","4.6","American","870 Lansdowne Street W., PETERBOROUGH, ON K9J","44.2836725","-78.3399999","ON"
1822,"WingsUp! (Peterborough)","4","Wings","1135 Lansdowne St W, Peterborough, ON K9J 7M2","44.2799868","-78.347791","ON"
1823,"Starbucks (DT Lansdowne & Webber)","4.8","Bakery","841 Rye Street, Peterborough, ON K9J","44.2811201","-78.3467096","ON"
1824,"A&W (Lansdowne St)","4","Burgers","947 Lansdowne Street West, Peterborough, ON K9J","44.2824125","-78.3421674","ON"
1825,"Baskin Robbins (908 Lansdowne St. W.)","4.8","Desserts","908 Lansdowne St. W., Peterborough, ON K9J","44.2833811","-78.3413519","ON"
1826,"Chef Basel Cuisine","New","Breakfast and brunch","2641 Television Road, Peterborough, ON K9J","44.3210444","-78.2921031","ON"
1827,"Hanoi House","4.9","Vietnamese","1040 Lansdowne St W, Peterborough, ON K9J 1Z9","44.2824581","-78.3457564","ON"
1828,"Tacheena Middle Eastern Cuisine","New","Comfort food","1123 Water St #5, Peterborough, ON K9H","44.3345999","-78.3161098","ON"
1829,"BOBO TEA","4.9","Asian","154 Charlotte St, Peterborough, ON K9J 2T8","44.3035493","-78.3201002","ON"
1830,"Shoeless Joe's Sports Grill (Peterborough)","4.1","Burgers","1135 Lansdowne St W, Peterborough, ON K9J","44.2799868","-78.347791","ON"
1831,"Tora Sushi","4.6","Japanese","172 Charlotte Street, Peterborough, ON K9J","44.303546","-78.320741","ON"
1832,"Hockey Sushi","4.7","Japanese: Sushi","1840 Landsdowne St W, Peterborough, ON K9K","44.275429","-78.37411","ON"
1833,"TOKYO SUSHI PETERBOROUGH","4.6","Sushi","360 George St N, Peterborough, ON K9H","44.3040588","-78.3197832","ON"
